datetime,predicted precipitation,ground_truth,predict
2021-07-03 13:00,1.039963,0.0,"tensor(0, device='cuda:0')"
2021-07-03 14:00,1.043798,0.0,"tensor(0, device='cuda:0')"
2021-07-03 15:00,0.867807,0.0,"tensor(0, device='cuda:0')"
2021-07-03 16:00,1.020071,1.0,"tensor(0, device='cuda:0')"
2021-07-03 17:00,49.689327,10.0,"tensor(2, device='cuda:0')"
2021-07-03 18:00,56.382889,16.5,"tensor(2, device='cuda:0')"
2021-07-03 19:00,57.918453,11.0,"tensor(2, device='cuda:0')"
2021-07-03 20:00,49.872677,8.5,"tensor(2, device='cuda:0')"
2021-07-03 21:00,49.704205,11.5,"tensor(2, device='cuda:0')"
2021-07-03 22:00,5.749443,2.5,"tensor(1, device='cuda:0')"
2021-07-03 23:00,50.036266,8.5,"tensor(2, device='cuda:0')"
2022-06-23 17:00,4.339484,2.0,"tensor(1, device='cuda:0')"
2022-06-23 18:00,4.240825,4.0,"tensor(1, device='cuda:0')"
2022-06-23 19:00,49.643696,21.0,"tensor(2, device='cuda:0')"
2022-06-23 20:00,47.901417,16.0,"tensor(2, device='cuda:0')"
2022-06-23 21:00,1.044179,0.5,"tensor(0, device='cuda:0')"
2022-06-23 22:00,50.746883,15.0,"tensor(2, device='cuda:0')"
2022-06-23 23:00,4.264046,1.5,"tensor(1, device='cuda:0')"
2022-06-24 00:00,1.107633,0.0,"tensor(0, device='cuda:0')"
2022-06-24 01:00,50.625050,10.0,"tensor(2, device='cuda:0')"
2022-06-24 02:00,49.593525,9.5,"tensor(2, device='cuda:0')"
2022-06-24 03:00,1.045661,0.5,"tensor(0, device='cuda:0')"
2022-06-30 01:00,4.466592,3.0,"tensor(1, device='cuda:0')"
2022-06-30 02:00,4.398945,4.0,"tensor(1, device='cuda:0')"
2022-06-30 03:00,49.357643,9.5,"tensor(2, device='cuda:0')"
2022-06-30 04:00,50.294971,10.0,"tensor(2, device='cuda:0')"
2022-06-30 05:00,50.389065,25.5,"tensor(2, device='cuda:0')"
2022-06-30 06:00,51.183811,24.0,"tensor(2, device='cuda:0')"
2022-06-30 07:00,4.320004,5.5,"tensor(1, device='cuda:0')"
2022-06-30 08:00,52.173748,11.5,"tensor(2, device='cuda:0')"
2022-06-30 09:00,50.465023,13.0,"tensor(2, device='cuda:0')"
2022-06-30 10:00,51.805851,14.5,"tensor(2, device='cuda:0')"
2022-06-30 11:00,4.474903,6.5,"tensor(1, device='cuda:0')"
2022-06-30 13:00,0.941983,0.0,"tensor(0, device='cuda:0')"
2022-06-30 14:00,0.865581,0.5,"tensor(0, device='cuda:0')"
2022-06-30 15:00,1.014653,1.0,"tensor(0, device='cuda:0')"
2022-06-30 16:00,4.446324,2.5,"tensor(1, device='cuda:0')"
2022-06-30 17:00,4.281155,6.5,"tensor(1, device='cuda:0')"
2022-06-30 18:00,66.566856,40.0,"tensor(2, device='cuda:0')"
2022-06-30 19:00,51.229691,22.0,"tensor(2, device='cuda:0')"
2022-06-30 20:00,0.991192,1.0,"tensor(0, device='cuda:0')"
2022-06-30 21:00,1.113120,0.5,"tensor(0, device='cuda:0')"
2022-06-30 22:00,1.135821,0.0,"tensor(0, device='cuda:0')"
2022-06-30 23:00,1.051313,0.0,"tensor(0, device='cuda:0')"
2022-07-13 07:00,0.940533,0.5,"tensor(0, device='cuda:0')"
2022-07-13 08:00,0.917322,0.0,"tensor(0, device='cuda:0')"
2022-07-13 09:00,0.933178,1.0,"tensor(0, device='cuda:0')"
2022-07-13 10:00,4.473092,2.0,"tensor(1, device='cuda:0')"
2022-07-13 11:00,50.415745,23.0,"tensor(2, device='cuda:0')"
2022-07-13 12:00,53.817310,8.5,"tensor(2, device='cuda:0')"
2022-07-13 13:00,4.382827,3.5,"tensor(1, device='cuda:0')"
2022-07-13 14:00,60.060055,8.0,"tensor(2, device='cuda:0')"
2022-07-13 15:00,48.310909,19.0,"tensor(2, device='cuda:0')"
2022-07-13 16:00,49.203968,33.5,"tensor(2, device='cuda:0')"
2022-07-13 17:00,52.234219,16.5,"tensor(2, device='cuda:0')"
2022-08-08 19:00,4.431215,2.0,"tensor(1, device='cuda:0')"
2022-08-08 20:00,47.717789,10.0,"tensor(2, device='cuda:0')"
2022-08-08 21:00,49.075260,63.0,"tensor(2, device='cuda:0')"
2022-08-08 22:00,50.224751,55.5,"tensor(2, device='cuda:0')"
2022-08-08 23:00,48.499252,84.5,"tensor(2, device='cuda:0')"
2022-08-09 00:00,48.157032,18.5,"tensor(2, device='cuda:0')"
2022-08-09 01:00,0.911899,0.5,"tensor(0, device='cuda:0')"
2022-08-09 02:00,4.733292,6.5,"tensor(1, device='cuda:0')"
2022-08-09 03:00,47.418606,22.5,"tensor(2, device='cuda:0')"
2022-08-09 04:00,47.666199,8.5,"tensor(2, device='cuda:0')"
2022-08-09 05:00,4.327210,3.5,"tensor(1, device='cuda:0')"
2022-09-05 08:00,1.056956,1.0,"tensor(0, device='cuda:0')"
2022-09-05 09:00,4.293220,2.5,"tensor(1, device='cuda:0')"
2022-09-05 10:00,4.255931,4.0,"tensor(1, device='cuda:0')"
2022-09-05 11:00,52.156452,9.0,"tensor(2, device='cuda:0')"
2022-09-05 12:00,50.345921,11.0,"tensor(2, device='cuda:0')"
2022-09-05 13:00,54.068279,12.0,"tensor(2, device='cuda:0')"
2022-09-05 14:00,51.763744,14.5,"tensor(2, device='cuda:0')"
2022-09-05 15:00,51.360172,10.0,"tensor(2, device='cuda:0')"
2022-09-05 16:00,50.966972,9.5,"tensor(2, device='cuda:0')"
2022-09-05 17:00,49.773193,8.5,"tensor(2, device='cuda:0')"
2022-09-05 18:00,52.057854,11.0,"tensor(2, device='cuda:0')"
2022-09-05 19:00,50.450886,8.0,"tensor(2, device='cuda:0')"
2022-09-05 20:00,62.452526,8.0,"tensor(2, device='cuda:0')"
2022-09-05 21:00,51.179161,13.5,"tensor(2, device='cuda:0')"
2022-09-05 22:00,50.921810,11.0,"tensor(2, device='cuda:0')"
2022-09-05 23:00,52.338573,9.5,"tensor(2, device='cuda:0')"
2022-09-06 00:00,4.268046,7.5,"tensor(1, device='cuda:0')"
2022-09-06 01:00,4.354832,5.0,"tensor(1, device='cuda:0')"
2022-09-06 02:00,51.995770,13.0,"tensor(2, device='cuda:0')"
2023-04-05 08:00,4.806417,1.5,"tensor(1, device='cuda:0')"
2023-04-05 09:00,5.370297,2.0,"tensor(1, device='cuda:0')"
2023-04-05 10:00,5.327550,2.0,"tensor(1, device='cuda:0')"
2023-04-05 11:00,4.451185,1.5,"tensor(1, device='cuda:0')"
2023-04-05 12:00,4.737065,5.0,"tensor(1, device='cuda:0')"
2023-04-05 13:00,50.018734,8.5,"tensor(2, device='cuda:0')"
2023-04-05 14:00,5.272147,4.5,"tensor(1, device='cuda:0')"
2023-04-05 15:00,1.038678,0.5,"tensor(0, device='cuda:0')"
2023-04-05 16:00,1.093271,0.0,"tensor(0, device='cuda:0')"
2023-04-05 17:00,1.044415,0.0,"tensor(0, device='cuda:0')"
2023-04-05 18:00,1.044447,0.0,"tensor(0, device='cuda:0')"
2023-07-11 04:00,1.043620,0.0,"tensor(0, device='cuda:0')"
2023-07-11 05:00,1.043620,0.0,"tensor(0, device='cuda:0')"
2023-07-11 06:00,1.043612,0.0,"tensor(0, device='cuda:0')"
2023-07-11 07:00,1.037455,0.0,"tensor(0, device='cuda:0')"
2023-07-11 08:00,1.036860,0.5,"tensor(0, device='cuda:0')"
2023-07-11 09:00,50.182880,14.0,"tensor(2, device='cuda:0')"
2023-07-11 10:00,4.775547,2.0,"tensor(1, device='cuda:0')"
2023-07-11 11:00,0.939721,0.0,"tensor(0, device='cuda:0')"
2023-07-11 12:00,0.801223,0.0,"tensor(0, device='cuda:0')"
2023-07-11 13:00,1.073381,0.5,"tensor(0, device='cuda:0')"
2023-07-11 14:00,0.883495,1.0,"tensor(0, device='cuda:0')"
2023-07-11 15:00,49.515556,20.0,"tensor(2, device='cuda:0')"
2023-07-11 16:00,50.776646,48.5,"tensor(2, device='cuda:0')"
2023-07-11 17:00,4.276958,7.5,"tensor(1, device='cuda:0')"
2023-07-11 18:00,4.734258,2.0,"tensor(1, device='cuda:0')"
2023-07-11 19:00,0.874355,1.0,"tensor(0, device='cuda:0')"
2023-07-11 20:00,1.045093,0.0,"tensor(0, device='cuda:0')"
2023-08-10 13:00,5.585002,7.0,"tensor(1, device='cuda:0')"
2023-08-10 14:00,54.305431,9.0,"tensor(2, device='cuda:0')"
2023-08-10 15:00,51.024212,11.0,"tensor(2, device='cuda:0')"
2023-08-10 16:00,4.312272,5.0,"tensor(1, device='cuda:0')"
2023-08-10 17:00,51.226383,11.0,"tensor(2, device='cuda:0')"
2023-08-10 18:00,50.552700,12.5,"tensor(2, device='cuda:0')"
2023-08-10 19:00,49.571075,8.5,"tensor(2, device='cuda:0')"
2023-08-10 20:00,5.786661,2.5,"tensor(1, device='cuda:0')"
2023-08-10 21:00,4.756393,2.0,"tensor(1, device='cuda:0')"
2023-08-10 22:00,4.776635,2.0,"tensor(1, device='cuda:0')"
2023-08-10 23:00,4.802145,2.0,"tensor(1, device='cuda:0')"
2023-08-23 07:00,1.073653,0.5,"tensor(0, device='cuda:0')"
2023-08-23 08:00,1.062451,0.0,"tensor(0, device='cuda:0')"
2023-08-23 09:00,1.036068,0.0,"tensor(0, device='cuda:0')"
2023-08-23 10:00,1.122794,0.0,"tensor(0, device='cuda:0')"
2023-08-23 11:00,4.356549,3.0,"tensor(1, device='cuda:0')"
2023-08-23 12:00,56.354324,11.0,"tensor(2, device='cuda:0')"
2023-08-23 13:00,4.166348,2.0,"tensor(1, device='cuda:0')"
2023-08-23 14:00,4.058590,6.5,"tensor(1, device='cuda:0')"
2023-08-23 15:00,49.815067,9.5,"tensor(2, device='cuda:0')"
2023-08-23 16:00,4.560734,4.0,"tensor(1, device='cuda:0')"
2023-08-23 17:00,4.412448,2.0,"tensor(1, device='cuda:0')"
2023-08-29 07:00,1.035836,1.0,"tensor(0, device='cuda:0')"
2023-08-29 08:00,1.122277,0.5,"tensor(0, device='cuda:0')"
