datetime,predicted precipitation,ground_truth,predict
2021-04-03 09:00,0.401549,0.0,"tensor(0, device='cuda:0')"
2021-04-03 10:00,0.232833,0.0,"tensor(0, device='cuda:0')"
2021-04-03 11:00,0.610551,0.0,"tensor(0, device='cuda:0')"
2021-04-03 12:00,0.698433,1.5,"tensor(1, device='cuda:0')"
2021-04-03 13:00,5.260561,8.0,"tensor(2, device='cuda:0')"
2021-04-03 14:00,8.146753,6.0,"tensor(2, device='cuda:0')"
2021-04-03 15:00,4.124506,4.0,"tensor(1, device='cuda:0')"
2021-04-03 16:00,2.581335,3.5,"tensor(1, device='cuda:0')"
2021-04-03 17:00,2.205398,5.5,"tensor(2, device='cuda:0')"
2021-04-03 18:00,4.571175,3.0,"tensor(1, device='cuda:0')"
2021-04-03 19:00,2.450892,2.5,"tensor(1, device='cuda:0')"
2021-07-03 20:00,9.204935,5.5,"tensor(2, device='cuda:0')"
2021-07-03 21:00,3.244374,4.5,"tensor(1, device='cuda:0')"
2021-07-03 22:00,3.636906,3.5,"tensor(1, device='cuda:0')"
2021-07-03 23:00,2.566788,2.5,"tensor(1, device='cuda:0')"
2021-07-04 00:00,0.285554,3.0,"tensor(1, device='cuda:0')"
2021-07-04 01:00,10.785813,5.5,"tensor(2, device='cuda:0')"
2021-07-04 02:00,1.850785,3.0,"tensor(1, device='cuda:0')"
2021-07-04 03:00,3.319168,4.0,"tensor(1, device='cuda:0')"
2021-07-04 04:00,5.154552,4.0,"tensor(1, device='cuda:0')"
2021-07-04 05:00,4.399052,2.5,"tensor(1, device='cuda:0')"
2021-07-04 06:00,2.851546,1.5,"tensor(1, device='cuda:0')"
2021-08-01 12:00,0.601315,0.0,"tensor(0, device='cuda:0')"
2021-08-01 13:00,0.374889,0.0,"tensor(0, device='cuda:0')"
2021-08-01 14:00,0.804323,0.0,"tensor(0, device='cuda:0')"
2021-08-01 15:00,0.623978,0.0,"tensor(0, device='cuda:0')"
2021-08-01 16:00,0.650469,0.0,"tensor(0, device='cuda:0')"
2021-08-01 17:00,9.131826,12.5,"tensor(2, device='cuda:0')"
2021-08-01 18:00,0.445670,0.0,"tensor(0, device='cuda:0')"
2021-08-01 19:00,3.080730,2.0,"tensor(1, device='cuda:0')"
2021-08-01 20:00,2.591973,2.0,"tensor(1, device='cuda:0')"
2021-08-01 21:00,1.311908,0.5,"tensor(0, device='cuda:0')"
2021-08-01 22:00,3.996680,1.0,"tensor(1, device='cuda:0')"
2021-10-04 17:00,0.359387,0.0,"tensor(0, device='cuda:0')"
2021-10-04 18:00,3.506261,1.0,"tensor(1, device='cuda:0')"
2021-10-04 19:00,3.012106,2.5,"tensor(1, device='cuda:0')"
2021-10-04 20:00,21.806259,6.5,"tensor(2, device='cuda:0')"
2021-10-04 21:00,11.100828,9.0,"tensor(2, device='cuda:0')"
2021-10-04 22:00,4.826478,17.5,"tensor(2, device='cuda:0')"
2021-10-04 23:00,19.039677,9.5,"tensor(2, device='cuda:0')"
2021-10-05 00:00,3.375679,3.5,"tensor(1, device='cuda:0')"
2021-10-05 01:00,8.358349,6.5,"tensor(2, device='cuda:0')"
2021-10-05 02:00,1.481212,2.0,"tensor(1, device='cuda:0')"
2021-10-05 03:00,1.582997,2.0,"tensor(1, device='cuda:0')"
2022-03-12 19:00,0.683109,0.0,"tensor(0, device='cuda:0')"
2022-03-12 20:00,0.491692,0.0,"tensor(0, device='cuda:0')"
2022-03-12 21:00,0.696873,0.0,"tensor(0, device='cuda:0')"
2022-03-12 22:00,0.814026,0.0,"tensor(0, device='cuda:0')"
