datetime,predicted precipitation,ground_truth,predict
2023-09-17 00:00,0.050108,12.5,"tensor(2, device='cuda:1')"
2023-09-17 01:00,0.001780,0.5,"tensor(0, device='cuda:1')"
2023-09-17 02:00,0.001940,0.0,"tensor(0, device='cuda:1')"
2023-09-17 03:00,0.001824,0.0,"tensor(0, device='cuda:1')"
2023-09-17 04:00,0.001824,0.0,"tensor(0, device='cuda:1')"
2023-09-17 05:00,0.001824,0.0,"tensor(0, device='cuda:1')"
2023-11-05 23:00,0.001464,0.0,"tensor(0, device='cuda:1')"
2023-11-06 00:00,0.001506,0.5,"tensor(0, device='cuda:1')"
2023-11-06 01:00,0.000677,4.0,"tensor(1, device='cuda:1')"
2023-11-06 02:00,0.001636,2.0,"tensor(1, device='cuda:1')"
2023-11-06 03:00,0.009208,15.5,"tensor(2, device='cuda:1')"
2023-11-06 04:00,0.017967,20.5,"tensor(2, device='cuda:1')"
2023-11-06 05:00,0.008733,3.5,"tensor(1, device='cuda:1')"
2023-11-06 06:00,0.001824,0.0,"tensor(0, device='cuda:1')"
2023-11-06 07:00,0.000123,0.0,"tensor(0, device='cuda:1')"
2023-11-06 08:00,0.004558,6.0,"tensor(1, device='cuda:1')"
2023-11-06 09:00,0.009353,1.5,"tensor(1, device='cuda:1')"
