datetime,predicted precipitation,ground_truth,predict,precipitation_pixel
2022-06-30 21:00,28.365993,0.5,"tensor(1, device='cuda:1')","tensor([ 0.7132,  0.9033,  0.7805, -0.2157,  0.3315,  1.4605,  2.0850,  1.1997,
         1.6130,  0.5164,  1.0991,  0.2945,  1.0229,  0.8178,  0.9099,  0.1859,
         1.2308,  1.3032,  1.3599,  0.5001,  0.8204,  0.7531,  1.2188,  1.1285,
         0.9502,  0.6251,  0.9898,  1.7360,  1.1987,  1.2594,  0.9815,  0.6975,
         1.2273,  0.3096,  0.7536,  0.4525,  0.7883,  0.5291,  0.0714,  1.4663,
         0.8939,  1.7391,  0.2251, -0.0365,  0.9103,  0.7615,  0.4882,  1.0086,
         0.7544,  1.3956,  0.1630,  1.2127,  0.4578,  0.0468,  0.8194,  0.5139,
         1.9386,  0.5016,  1.4208,  0.8632,  0.8882,  0.9637,  1.1479,  1.0475,
         0.9165,  0.9637,  1.1900,  1.3418,  1.0641,  0.6881,  1.0635,  0.7507,
         1.2325,  0.9713,  0.5423,  0.8185, -0.0498,  0.1640,  1.3679,  1.6124,
         1.5382,  0.1958,  1.1020,  1.8792,  1.6357,  1.1802,  1.2961,  0.3307,
         0.6811,  1.2756,  0.9029,  0.3064,  1.2138,  0.2715,  0.5418,  0.6896,
         0.9329,  1.7007,  1.1133,  0.4982], device='cuda:1')"
2022-06-30 22:00,31.164621,0.0,"tensor(1, device='cuda:1')","tensor([ 0.4568,  0.7569,  0.4976,  0.1000,  0.5504,  0.9361,  1.5409,  0.6661,
         1.1511,  0.5302,  0.7802,  0.0780,  0.8682,  0.5280,  0.9035,  0.5166,
         0.6806,  1.2825,  0.8226,  0.4049,  0.4749,  0.5805,  1.2241,  1.1752,
         0.5016,  0.2794,  0.8491,  1.2285,  1.0108,  0.9810,  0.5769,  0.7337,
         1.0484,  0.4470,  0.5918,  0.6501,  0.4932,  0.3583,  0.4344,  1.0591,
         0.6225,  1.2427,  0.2898,  0.1506,  0.6207,  0.4794,  0.5287,  0.7653,
         0.4186,  0.8095,  0.0698,  0.7082,  0.5982,  0.1051,  0.4530,  0.5510,
         1.4614,  0.4261,  1.2655,  0.6411,  0.5554,  0.6810,  0.9615,  0.5729,
         0.5880,  0.6532,  0.9068,  0.9051,  0.7874,  0.7569,  0.6055,  0.3424,
         0.8554,  0.7325,  0.1367,  0.5619, -0.0096,  0.3939,  1.1791,  1.2298,
         0.7919,  0.1187,  0.7921,  1.1834,  0.8367,  0.3605,  0.9710,  0.2830,
         0.6155,  0.9369,  0.7754,  0.3733,  0.9472,  0.0914,  0.5958,  0.2367,
         0.3532,  1.3330,  0.7670,  0.3114], device='cuda:1')"
2022-06-30 23:00,164.062897,0.0,"tensor(1, device='cuda:1')","tensor([ 0.5702,  0.9965,  0.8349, -0.0089,  0.5014,  1.6866,  2.4061,  1.5177,
         1.6876,  0.6233,  1.1053,  0.4739,  1.1268,  0.6369,  0.9305,  0.2353,
         1.1330,  1.6945,  1.3671,  0.6744,  1.0843,  0.6590,  1.1199,  1.2373,
         1.1417,  0.4695,  0.9459,  1.5232,  1.2175,  0.9031,  0.9945,  0.5189,
         1.0470,  0.5979,  0.7288,  0.2474,  0.8207,  0.4950, -0.0249,  1.7155,
         1.1094,  1.9174,  0.4204, -0.1236,  1.0518,  0.7769,  0.4349,  0.9913,
         0.6048,  1.6241,  0.2258,  1.4166,  0.8751,  0.2589,  0.9332,  0.8700,
         2.4945,  0.4876,  1.2398,  0.9080,  0.7755,  1.2087,  0.9150,  1.4012,
         0.6855,  1.2813,  1.1487,  1.3200,  1.1185,  0.7960,  1.2191,  1.0115,
         1.5081,  1.2016,  0.3317,  1.0114, -0.0564,  0.2432,  1.4866,  2.0068,
         1.4573,  0.1187,  1.3023,  2.1150,  1.7844,  1.4132,  1.2637,  0.0556,
         0.7491,  1.4648,  0.8119,  0.2718,  1.1646,  0.3254,  0.7829,  0.6356,
         1.3913,  1.7985,  1.3439,  0.8121], device='cuda:1')"
2022-07-13 07:00,1059.820312,0.5,"tensor(2, device='cuda:1')","tensor([ 3.8464e-01,  1.0382e-01,  1.0407e+00,  8.4072e-02,  5.0152e-01,
         9.2919e-02,  4.9225e-01,  4.1330e-01,  7.7401e-01, -1.3786e-01,
         3.0074e-01,  3.3172e-01,  1.6798e-01,  4.1162e-01, -4.3340e-01,
         2.5101e-02,  9.6528e-01,  3.7039e-01, -2.2063e-01,  3.8057e-01,
        -2.8259e-01, -1.9728e-01, -2.0868e-01,  5.5332e-01,  2.2709e-01,
         4.6458e-01,  6.5276e-01, -2.3322e-01, -7.3337e-03, -2.7399e-01,
        -3.4651e-01,  2.7682e-01,  3.3453e-01,  3.2313e-01,  7.0263e-01,
        -2.3424e-01,  8.1139e-02, -1.5769e-01,  2.6101e-01,  5.1706e-01,
        -2.3194e-01,  1.8899e-01, -8.3257e-02,  5.3804e-01, -8.4679e-02,
         5.3837e-01, -4.6809e-01,  1.0223e+00,  2.9314e-01, -5.0573e-01,
        -1.8442e-01,  7.5378e-02,  5.2095e-01,  4.3695e-01, -6.7161e-01,
         7.7097e-02,  1.1552e+00,  5.5808e-01, -2.4982e-01,  2.6456e-01,
        -9.4659e-02, -2.9106e-01, -3.5897e-01,  8.9480e-01,  3.0604e-01,
        -3.5490e-01, -7.9886e-01,  7.0579e-01, -1.8754e-02,  1.7283e-01,
         1.3219e-01,  1.3217e+00,  4.8416e-01,  6.7941e-01, -1.6801e-01,
         2.7549e-01,  3.1833e-01, -3.9116e-01,  8.0169e-01,  5.6057e-01,
         2.7838e-01, -4.9749e-01, -6.4209e-02, -1.9077e-01,  3.2987e-01,
        -5.6921e-02,  3.4668e-01, -3.1169e-01, -1.2829e-02,  2.6921e-01,
         5.1917e-01,  3.4679e-01,  9.0139e-02,  1.8249e-01, -2.9441e-01,
         2.4782e-02,  1.1249e-03, -2.7886e-01,  7.4838e-01,  8.3454e-02],
       device='cuda:1')"
2022-07-13 08:00,82.179016,0.0,"tensor(1, device='cuda:1')","tensor([ 6.2695e-01,  4.1225e-01,  1.0397e+00,  6.6814e-02,  6.1408e-01,
         1.2817e-01,  3.4757e-01,  1.1996e-01,  7.1471e-01, -1.1092e-04,
         4.2202e-01,  3.5632e-01,  3.8647e-01,  3.7332e-01, -3.7688e-02,
         2.5019e-01,  9.2396e-01,  2.7327e-01, -1.3883e-03,  5.5825e-01,
        -3.3349e-01,  9.2591e-02,  3.2565e-02,  5.7138e-01,  2.3538e-01,
         2.1685e-01,  7.6748e-01, -3.5997e-01,  1.8367e-01,  1.4338e-01,
        -3.2329e-01,  6.8411e-01,  5.3120e-01,  1.6578e-01,  6.3098e-01,
        -8.3864e-02,  4.3670e-02, -2.4595e-01,  6.0928e-01,  8.5671e-01,
        -2.2011e-01,  4.5921e-01,  1.9752e-01,  4.9994e-01,  2.5304e-01,
         3.0997e-01, -3.1334e-01,  1.0350e+00,  5.0089e-01, -2.9319e-01,
        -2.7487e-03, -6.4975e-02,  2.2486e-01,  6.9744e-01, -3.2275e-01,
         2.0818e-01,  1.1416e+00,  4.9020e-01,  4.5382e-03,  4.3778e-01,
        -4.0942e-02, -2.3547e-01, -2.1048e-01,  1.1134e+00,  6.1514e-02,
        -2.8734e-01, -2.7343e-01,  7.4798e-01, -5.6043e-01,  8.2967e-02,
        -1.6039e-02,  1.4047e+00,  4.4043e-01,  8.4780e-01,  1.3901e-02,
         6.6311e-01,  1.8433e-01,  2.1540e-01,  7.6109e-01,  4.6591e-01,
         4.3659e-01, -2.0565e-01,  1.2390e-02, -3.3334e-02,  3.9332e-01,
        -1.4245e-01,  1.4223e-01, -2.0866e-01,  3.2744e-02,  4.1965e-01,
         4.1001e-01,  5.8399e-01,  3.2455e-01,  3.2112e-01, -4.6643e-01,
        -1.5155e-01, -2.7344e-01,  1.9055e-02,  9.9358e-01,  5.0486e-01],
       device='cuda:1')"
2022-07-13 09:00,13.504342,1.0,"tensor(1, device='cuda:1')","tensor([ 0.9407,  0.6077,  1.0987, -0.1854,  1.1030,  0.1406,  0.4658,  0.0561,
         1.0574,  0.1165,  0.6127,  0.2817,  0.5176,  0.3380,  0.0097,  0.5925,
         1.1905,  0.4814, -0.3405,  0.9012, -0.8058,  0.6029,  0.0135,  1.0218,
         0.1058,  0.4723,  1.1165, -0.6696,  0.4931,  0.3844, -0.5835,  1.0660,
         0.9189,  0.1112,  1.0087,  0.3897,  0.1296, -0.1525,  0.9305,  0.8705,
        -0.5686,  0.4572,  0.2352,  0.5997,  0.0862,  0.7939, -0.3892,  1.5088,
         0.5967,  0.0480, -0.3214, -0.1129,  0.7041,  0.7009, -0.4995,  0.1895,
         1.8598,  0.6158, -0.0151,  0.6392, -0.0477, -0.7221, -0.0703,  1.2399,
        -0.0170, -0.2424, -0.0212,  1.3549, -0.5187,  0.2564, -0.2110,  1.9042,
         0.5165,  0.8891, -0.2397,  0.6939,  0.2499,  0.0581,  0.7230,  0.6585,
         0.2640, -0.2732,  0.0030, -0.3357,  0.4526, -0.2130,  0.0113, -0.1765,
        -0.3181,  0.3776,  0.5399,  0.8243,  0.2715,  0.4031, -0.5924,  0.1211,
        -0.4279, -0.0433,  1.1476,  0.8202], device='cuda:1')"
2022-07-13 10:00,235.528625,2.0,"tensor(2, device='cuda:1')","tensor([ 0.1318,  0.2566,  1.0895,  0.1115,  0.4690,  0.0946,  0.4570,  0.4285,
         0.6001, -0.3905,  0.3096,  0.4827,  0.0256,  0.5203, -0.3889, -0.0577,
         0.7664,  0.5310, -0.0369,  0.4775, -0.2660, -0.1458, -0.2469,  0.6477,
         0.0902,  0.4250,  0.6338, -0.0146,  0.2848, -0.1267,  0.0782,  0.3831,
         0.2128,  0.2071,  0.3098, -0.4882,  0.2023, -0.1804,  0.4513,  0.5659,
        -0.4316,  0.1359, -0.2267,  0.4513, -0.0981,  0.3378, -0.3191,  0.7152,
         0.2840, -0.3599,  0.0335,  0.4014,  0.3628,  0.1923, -0.4653,  0.1934,
         1.2075,  0.3670, -0.0913,  0.5532, -0.2046, -0.3102, -0.2236,  0.8720,
         0.4830, -0.5460, -0.8323,  0.7430,  0.0830, -0.0246,  0.0435,  1.0772,
         0.7754,  0.4936, -0.1802,  0.4076,  0.3659, -0.0321,  0.6472,  0.5302,
         0.2002, -0.1809, -0.0808, -0.2178,  0.2474, -0.2757,  0.2947, -0.4492,
         0.1261,  0.1064,  0.5786,  0.4564,  0.0559,  0.4272, -0.2139,  0.0655,
        -0.0387, -0.3494,  0.6935,  0.2116], device='cuda:1')"
2022-07-13 11:00,61.608990,23.0,"tensor(1, device='cuda:1')","tensor([ 0.9048,  0.8399,  1.4104,  0.1690,  0.9627,  1.0540,  1.2267,  0.3612,
         0.9049, -0.2251,  0.8599,  1.0684,  0.7030,  1.1201,  0.0741,  0.2910,
         1.4175,  0.5262,  0.6073,  0.9617, -0.0752,  0.5118,  0.0906,  1.0639,
         0.6287,  0.3211,  0.8846,  0.2926,  0.4118,  0.9189,  0.3326,  0.9344,
         0.7483,  0.2903,  0.8889, -0.1195,  0.2479, -0.0385,  0.7755,  1.7860,
        -0.3292,  1.0207, -0.0555,  0.4817,  0.6501,  0.0600,  0.1205,  0.9497,
         1.2296,  0.1103,  0.2153,  0.3559,  0.0979,  0.9644, -0.2351,  0.3502,
         1.5136,  1.0509,  0.5251,  1.3035,  0.3295,  0.2254, -0.1481,  1.4195,
         1.0413, -0.0759,  0.1771,  1.4689, -0.5751,  0.2945,  0.5716,  1.8002,
         0.7726,  1.4837,  0.5867,  0.8076, -0.0220,  0.6298,  1.3567,  1.1896,
         1.1594, -0.0511, -0.0490,  0.6577,  0.6956,  0.0907,  1.1429,  0.3119,
         0.6339,  0.7289,  1.3988,  0.6937,  1.3398,  0.7754, -0.2284, -0.2164,
        -0.3994,  0.6332,  1.5348,  1.0697], device='cuda:1')"
2022-07-13 12:00,58.452034,8.5,"tensor(1, device='cuda:1')","tensor([ 0.6320,  0.4971,  1.3435,  0.0541,  0.6689,  0.3627,  0.6511,  0.1110,
         0.6075, -0.0837,  0.6708,  0.7909,  0.5217,  0.5927, -0.0947,  0.4404,
         0.9805,  0.3597,  0.2149,  0.8064, -0.3851,  0.0977,  0.1526,  0.8087,
         0.3656,  0.2110,  0.7062, -0.1139,  0.3457,  0.2879, -0.0255,  0.9388,
         0.7587,  0.0466,  0.6881, -0.3862,  0.2498, -0.4240,  1.0931,  1.3979,
        -0.3860,  0.7927,  0.1191,  0.6229,  0.1531,  0.3250, -0.3436,  1.2424,
         0.7036, -0.3577,  0.2031,  0.0681,  0.0539,  0.8574, -0.2150,  0.3111,
         1.3424,  0.6944,  0.1993,  0.7996, -0.0352, -0.2370, -0.3044,  1.3715,
         0.2276, -0.5170, -0.2151,  1.0447, -0.6128,  0.2028,  0.0699,  1.6624,
         0.8577,  1.2706,  0.0759,  0.8251,  0.3431,  0.5564,  0.9884,  0.7065,
         0.3978, -0.1999,  0.1451,  0.1533,  0.4851, -0.2206,  0.4175, -0.1892,
         0.1162,  0.4470,  0.7254,  0.6949,  0.6792,  0.4265, -0.3937, -0.2107,
        -0.3494,  0.1781,  1.2936,  0.7569], device='cuda:1')"
2022-07-13 13:00,72.434357,3.5,"tensor(1, device='cuda:1')","tensor([ 0.8845,  0.5758,  1.3262,  0.0346,  0.6982,  0.5256,  0.6287, -0.0797,
         0.8503, -0.1029,  0.7350,  0.7098,  0.5427,  0.6909,  0.2763,  0.4975,
         1.2161,  0.3258,  0.3697,  1.0544, -0.2972,  0.2868,  0.1900,  0.8437,
         0.4106,  0.0938,  0.7588, -0.0461,  0.2226,  0.7646, -0.2554,  1.1480,
         0.9242,  0.1057,  0.8786, -0.0807,  0.1216, -0.4125,  1.2025,  1.7247,
        -0.3056,  0.7630,  0.2637,  0.6487,  0.5362,  0.1321, -0.1697,  1.3217,
         0.8542, -0.3271,  0.2033, -0.1201, -0.0340,  1.0870, -0.1373,  0.3361,
         1.4481,  0.7771,  0.4762,  0.8790,  0.0460,  0.0653, -0.4643,  1.3569,
         0.2185, -0.3767,  0.0728,  1.1215, -1.1356,  0.3072,  0.1004,  1.7937,
         0.6082,  1.5909,  0.1670,  1.0627,  0.0831,  0.6121,  1.0831,  0.6220,
         0.6395, -0.0461, -0.0199,  0.4081,  0.7176, -0.1604,  0.5302, -0.0760,
         0.4113,  0.6679,  0.7548,  0.7367,  0.8184,  0.6229, -0.3118, -0.2236,
        -0.3881,  0.6021,  1.5265,  0.8075], device='cuda:1')"
2022-07-13 14:00,5.806926,8.0,"tensor(0, device='cuda:1')","tensor([ 0.3524,  0.4305,  1.0271,  0.1518,  0.4786,  0.8981,  0.8284,  0.3319,
         0.9196,  0.0764,  0.7175,  0.7599,  0.6578,  0.8212,  0.6475,  0.1527,
         1.0847,  0.2081,  0.4791,  0.8716,  0.1868,  0.2524,  0.2902,  0.8020,
         0.6331,  0.2356,  0.8732,  0.5734,  0.4187,  0.9815,  0.2174,  0.7339,
         0.7500,  0.4973,  0.7077,  0.2970,  0.4652, -0.0435,  0.7341,  1.4060,
         0.0706,  0.9921, -0.3049,  0.0812,  0.4914,  0.2053,  0.4381,  0.5980,
         0.7863,  0.2769, -0.0191,  0.1189,  0.6286,  0.8446,  0.0743,  0.5018,
         1.4370,  0.4691,  0.6893,  0.7798,  0.4424,  0.4975,  0.2118,  1.1169,
         0.5710, -0.1552,  0.3969,  1.1375,  0.0283,  0.2476,  0.1645,  1.1080,
         0.5356,  1.0948,  0.0816,  0.9250,  0.1068,  0.5743,  1.1099,  0.6819,
         1.0565,  0.4768, -0.0663,  0.7848,  0.6549,  0.3346,  1.1599,  0.1674,
         0.7058,  0.5548,  0.7104,  0.6301,  0.7553,  0.4235, -0.0967,  0.2676,
        -0.0277,  0.9164,  1.0266,  0.7107], device='cuda:1')"
2022-07-13 15:00,485.245667,19.0,"tensor(2, device='cuda:1')","tensor([ 0.2405,  0.4519,  0.9348,  0.0756,  0.5249,  0.2020,  0.7935,  0.7150,
         0.8132, -0.5729,  0.3350,  0.2391,  0.0328,  0.6490, -0.2259, -0.3138,
         0.7269,  0.3268,  0.2578,  0.7207, -0.0345,  0.0953, -0.1884,  0.6521,
         0.2694,  0.4608,  0.4867,  0.1834,  0.2549,  0.1293,  0.2464,  0.0277,
         0.1404,  0.4980,  0.4631, -0.1547, -0.0751,  0.0212, -0.0181,  0.3980,
        -0.2679, -0.0438, -0.1570,  0.2061,  0.2104,  0.0656,  0.0028,  0.4458,
         0.2823, -0.1220,  0.1494,  0.3247,  0.4983,  0.0840, -0.2418,  0.2174,
         0.9071,  0.4234, -0.0526,  0.6657, -0.1241, -0.1508, -0.2525,  0.4716,
         0.9368, -0.1040, -0.7345,  0.8623,  0.0252,  0.1166,  0.4428,  0.8567,
         0.4907,  0.4174,  0.0459,  0.3357,  0.0569, -0.1617,  0.7475,  0.4891,
         0.4900,  0.0711, -0.1615, -0.1028,  0.3929, -0.0542,  0.5500,  0.3107,
         0.4221,  0.0108,  0.7420,  0.2987,  0.2211,  0.3541, -0.1364,  0.1887,
         0.0775, -0.2821,  0.6572,  0.1747], device='cuda:1')"
2022-07-13 16:00,56.570847,33.5,"tensor(1, device='cuda:1')","tensor([ 0.5294,  0.4843,  1.2590, -0.1592,  0.5523,  0.0200,  0.6139,  0.1381,
         0.9345,  0.2139,  0.6076,  0.6517,  0.7664,  0.3449,  0.0427,  0.6913,
         0.8995,  0.4603, -0.3147,  0.5941, -0.6988,  0.3400,  0.3647,  1.0143,
         0.3142,  0.3538,  0.9236, -0.0874,  0.6996,  0.5349, -0.2037,  1.1442,
         1.1253, -0.2067,  0.7249, -0.0035,  0.1623, -0.3484,  1.1632,  1.1033,
        -0.4584,  0.9733, -0.1838,  0.5961, -0.2087,  0.5917, -0.3935,  1.1952,
         0.5650, -0.1075,  0.2995,  0.1913,  0.4643,  0.6809, -0.1023,  0.1488,
         1.5194,  0.6813,  0.1357,  0.8707,  0.0892, -0.5226,  0.0730,  1.2945,
        -0.1598, -0.3955, -0.0474,  1.2800, -0.1069,  0.3279, -0.2874,  1.7550,
         0.8924,  1.0747,  0.1290,  0.6846,  0.2640,  0.3513,  0.7550,  0.5693,
         0.2633,  0.0327,  0.0894, -0.2129,  0.6354, -0.2439,  0.2965, -0.2329,
         0.0353,  0.5523,  0.4254,  0.8436,  0.3602,  0.4766, -0.5394,  0.0424,
        -0.3245, -0.0991,  1.4253,  0.6074], device='cuda:1')"
2022-07-13 17:00,13.557144,16.5,"tensor(0, device='cuda:1')","tensor([ 0.7093,  0.7905,  1.1971,  0.0768,  0.8167,  0.9274,  1.5302,  0.6184,
         1.1549, -0.2748,  0.8328,  0.7390,  0.8901,  0.8136,  0.3156,  0.1737,
         1.1822,  0.6324,  0.6369,  0.9273, -0.0907,  0.7174,  0.5375,  1.2047,
         0.6593,  0.6462,  1.1398,  0.5664,  0.5981,  1.3140,  0.5299,  0.5817,
         0.7150,  0.3947,  0.8261,  0.3236,  0.1036,  0.0338,  0.5325,  1.5538,
        -0.0759,  1.0887, -0.1874,  0.1315,  0.5786, -0.1732,  0.4230,  0.8496,
         1.1961,  0.5293,  0.3266,  0.6282,  0.4853,  0.6298,  0.0710,  0.2670,
         1.4785,  1.0362,  0.6475,  1.3532,  0.3696,  0.1807,  0.0698,  1.0930,
         1.2659,  0.1043,  0.2986,  1.5103, -0.1453,  0.2497,  0.4997,  1.4403,
         0.4151,  1.0791,  0.5661,  0.7479, -0.1577,  0.3969,  1.3720,  1.1318,
         1.2014,  0.0915, -0.2387,  0.7188,  0.7226,  0.3420,  1.4037,  0.8510,
         0.9613,  0.8415,  1.2500,  0.7071,  1.3699,  0.6031, -0.2941,  0.1086,
        -0.1268,  0.5578,  1.5218,  0.9368], device='cuda:1')"
2022-08-08 19:00,892.610229,2.0,"tensor(2, device='cuda:1')","tensor([ 0.3860,  0.6262,  0.7422,  0.1842,  0.6216, -0.0236,  0.5560,  0.3559,
         0.8288, -0.4224,  0.4474,  0.1250,  0.1140,  0.7114,  0.0433, -0.0266,
         0.4957,  0.2493,  0.2628,  0.5451,  0.0013,  0.2625,  0.1026,  0.5784,
         0.1687,  0.2733,  0.3587,  0.2653,  0.3278,  0.1132,  0.5400,  0.2130,
         0.2391,  0.4353,  0.2330, -0.0866,  0.0782,  0.3510,  0.2065,  0.1457,
        -0.0180, -0.0130,  0.1951,  0.0801,  0.2108, -0.0200,  0.1978,  0.2484,
         0.0790, -0.0495,  0.2031,  0.3479,  0.4088, -0.0464, -0.0182,  0.1234,
         0.4336,  0.2465,  0.3344,  0.4124, -0.0724, -0.0785,  0.1389,  0.1446,
         0.7525,  0.0323, -0.4097,  0.6009, -0.1475,  0.1341,  0.4543,  0.4809,
         0.5010,  0.2912,  0.0717,  0.3824,  0.0430,  0.0664,  0.6329,  0.4405,
         0.5057,  0.1818, -0.0426, -0.0192,  0.4125, -0.1869,  0.2909,  0.2793,
         0.3264, -0.1116,  0.4576,  0.3388,  0.2709,  0.4196,  0.0273,  0.0328,
        -0.2049, -0.2594,  0.6107,  0.1317], device='cuda:1')"
2022-08-08 20:00,156.780579,10.0,"tensor(1, device='cuda:1')","tensor([ 0.5062,  0.8364,  0.6495, -0.3054,  0.2563,  1.7459,  2.4073,  1.5650,
         1.7243,  0.6452,  1.2374,  0.2706,  1.2738,  0.7087,  0.9687,  0.0251,
         1.1938,  1.7444,  1.7001,  0.7612,  0.8717,  0.5023,  1.0676,  1.2325,
         1.0284,  0.4741,  1.1495,  1.6577,  1.2989,  1.0625,  0.8831,  0.5858,
         1.0980,  0.5765,  0.8147,  0.3562,  0.8398,  0.0729, -0.0162,  1.8973,
         0.8931,  2.0058,  0.3178, -0.1001,  0.9714,  0.7407,  0.6156,  1.1345,
         0.5368,  1.7110,  0.0134,  1.3034,  0.9128,  0.1672,  1.0979,  0.6588,
         2.6916,  0.4512,  1.1936,  1.1106,  0.7603,  1.1828,  0.9291,  1.6199,
         0.6570,  1.2736,  1.2412,  1.4475,  1.1798,  0.7714,  1.1226,  1.1551,
         1.6874,  1.0313,  0.2699,  1.0422, -0.0989,  0.1903,  1.6038,  1.9398,
         1.5922,  0.0692,  1.2257,  2.2459,  1.9876,  1.5268,  1.1384,  0.1552,
         0.7572,  1.6130,  0.9183,  0.2899,  1.2542,  0.3703,  0.7577,  0.6416,
         1.5882,  1.8042,  1.2469,  0.6467], device='cuda:1')"
2022-08-08 21:00,6.485623,63.0,"tensor(1, device='cuda:1')","tensor([ 0.7328,  1.0470,  0.8614, -0.0728,  0.4285,  1.5333,  2.3600,  1.3345,
         1.6845,  0.5226,  1.1298,  0.4414,  1.0112,  0.7836,  0.8736,  0.1404,
         1.2835,  1.5355,  1.2475,  0.4696,  0.9841,  0.8991,  1.1957,  1.1738,
         1.0009,  0.6886,  0.9986,  1.7314,  1.2204,  0.9846,  1.2168,  0.6803,
         1.1052,  0.4326,  0.6814,  0.3444,  0.8811,  0.5699, -0.0528,  1.5770,
         1.0847,  1.7115,  0.3075, -0.1226,  0.9463,  0.7466,  0.3345,  0.9452,
         0.7384,  1.4842,  0.1692,  1.3912,  0.5415,  0.1502,  0.7356,  0.6762,
         2.1461,  0.5641,  1.4125,  0.8811,  0.7866,  1.2011,  1.1743,  1.1802,
         0.8443,  1.1492,  1.1667,  1.2694,  1.0306,  0.8166,  1.1731,  0.8755,
         1.3960,  1.1446,  0.5190,  0.8972, -0.0162,  0.2804,  1.5236,  1.8927,
         1.5400,  0.1699,  1.1891,  2.1208,  1.6935,  1.3109,  1.3107,  0.2781,
         0.7924,  1.2702,  0.8633,  0.1779,  1.2480,  0.3696,  0.6821,  0.7041,
         1.0041,  1.7113,  1.3091,  0.6720], device='cuda:1')"
2022-08-08 22:00,3.860946,55.5,"tensor(0, device='cuda:1')","tensor([ 0.7202,  0.9418,  0.8343, -0.1096,  0.4844,  1.4345,  1.9281,  1.0962,
         1.4683,  0.5495,  1.1643,  0.6198,  0.9109,  0.9308,  0.9374,  0.2156,
         1.2047,  1.1217,  1.1403,  0.4900,  0.8704,  0.8405,  1.0677,  1.0855,
         0.8128,  0.6591,  0.9111,  1.6328,  0.9918,  1.0597,  1.1564,  0.7294,
         1.0932,  0.4233,  0.6303,  0.4791,  0.9014,  0.6141,  0.2984,  1.4468,
         1.0399,  1.5684,  0.1897, -0.2214,  0.8271,  0.6897,  0.4874,  0.8796,
         0.7788,  1.2459,  0.2247,  1.0712,  0.2741,  0.2008,  0.5048,  0.6500,
         1.6489,  0.6794,  1.5455,  0.7200,  0.7611,  1.1387,  1.2856,  1.0721,
         0.8898,  0.8536,  1.1869,  1.2085,  0.8749,  0.6149,  0.8795,  0.6490,
         1.1837,  0.9965,  0.6544,  0.8579,  0.0323,  0.5224,  1.3950,  1.5125,
         1.4306,  0.3353,  1.0668,  1.8435,  1.3835,  1.0060,  1.3891,  0.3652,
         0.6357,  0.9786,  0.8529,  0.2920,  1.2224,  0.2878,  0.5607,  0.5869,
         0.7019,  1.6959,  1.1332,  0.6213], device='cuda:1')"
2022-08-08 23:00,27.030096,84.5,"tensor(1, device='cuda:1')","tensor([ 0.5420,  1.0019,  0.6298, -0.1601,  0.5290,  1.7336,  2.3756,  1.5068,
         1.7121,  0.5948,  1.1679,  0.2816,  1.2129,  0.6335,  1.0493,  0.3069,
         1.0416,  1.7377,  1.4995,  0.7765,  0.9556,  0.5911,  1.0882,  1.2134,
         1.0895,  0.3432,  0.9468,  1.6293,  1.3244,  1.1237,  0.9157,  0.5905,
         1.1181,  0.5002,  0.7840,  0.3641,  0.7427,  0.4710,  0.0640,  1.7644,
         0.9800,  2.0405,  0.3551, -0.0397,  0.9585,  0.8389,  0.5221,  1.0604,
         0.4901,  1.8002,  0.1634,  1.2868,  0.9333,  0.0559,  1.0234,  0.7429,
         2.5341,  0.5258,  1.2237,  0.9236,  0.8404,  1.0632,  0.9341,  1.4556,
         0.6231,  1.2640,  1.2574,  1.5773,  1.1915,  0.7756,  1.0332,  1.1226,
         1.6579,  1.0878,  0.3470,  0.9636, -0.0315,  0.3070,  1.5460,  1.8948,
         1.3960,  0.1481,  1.3224,  2.1572,  1.8682,  1.4978,  1.1497,  0.1118,
         0.7421,  1.4139,  0.8554,  0.3424,  1.1638,  0.4229,  0.7454,  0.5792,
         1.4719,  1.8198,  1.1631,  0.7916], device='cuda:1')"
2022-08-09 00:00,6.993184,18.5,"tensor(1, device='cuda:1')","tensor([ 0.5763,  0.8827,  0.6848, -0.3661,  0.2778,  1.6938,  2.3673,  1.5347,
         1.6985,  0.5925,  1.1889,  0.2173,  1.2776,  0.7094,  0.9003,  0.0926,
         1.1520,  1.6886,  1.5747,  0.7276,  0.8353,  0.5974,  1.1088,  1.1494,
         0.9628,  0.5297,  1.1087,  1.7234,  1.3154,  1.1191,  0.9045,  0.5721,
         1.1729,  0.4725,  0.8313,  0.4384,  0.8309,  0.1829,  0.0189,  1.7701,
         0.8901,  1.9728,  0.2268, -0.1417,  0.9165,  0.7952,  0.6108,  1.0951,
         0.5971,  1.6228,  0.0599,  1.3400,  0.8715,  0.1325,  1.0434,  0.6086,
         2.5249,  0.4785,  1.3125,  1.0902,  0.8071,  1.1247,  0.9659,  1.5379,
         0.6594,  1.2094,  1.2419,  1.4824,  1.1771,  0.7374,  0.9828,  1.0604,
         1.6203,  0.9729,  0.3819,  0.9952, -0.0767,  0.2375,  1.5249,  1.8379,
         1.5384,  0.1047,  1.1976,  2.0998,  1.8858,  1.4559,  1.2056,  0.2818,
         0.7068,  1.4899,  0.9173,  0.2548,  1.2737,  0.3371,  0.7137,  0.5865,
         1.4398,  1.7378,  1.2300,  0.6584], device='cuda:1')"
