datetime,predicted precipitation,ground_truth
2021-06-23 12:00,3.383663,0.0
2021-06-23 13:00,3.326784,0.0
2021-06-23 14:00,3.423116,0.0
2021-06-23 15:00,2.776504,0.0
2021-06-23 16:00,0.804080,0.0
2021-06-23 17:00,3.551137,15.0
2021-06-23 18:00,3.133738,0.0
2021-06-23 19:00,1.068757,0.0
2021-06-23 20:00,3.499055,0.0
2021-06-23 21:00,3.416178,0.0
2021-06-23 22:00,3.544910,0.0
2021-07-03 12:00,3.422473,0.0
2021-07-03 13:00,3.048320,0.0
2021-07-03 14:00,3.241400,0.0
2021-07-03 15:00,2.901805,0.0
2021-07-03 16:00,0.633774,1.0
2021-07-03 17:00,2.717869,10.0
2021-07-03 18:00,1.112359,16.5
2021-07-03 19:00,0.903659,11.0
2021-07-03 20:00,0.753906,8.5
2021-07-03 21:00,3.413879,11.5
2021-07-03 22:00,1.674510,2.5
2021-07-03 23:00,2.745185,8.5
2021-07-04 00:00,2.168620,0.0
2021-07-04 01:00,1.285307,0.0
2021-07-04 02:00,3.089606,0.0
2021-07-04 03:00,3.550391,0.0
2021-07-04 04:00,0.314113,0.0
2022-06-23 14:00,2.051928,7.0
2022-06-23 15:00,2.268821,3.5
2022-06-23 16:00,2.298941,11.5
2022-06-23 17:00,7.365089,2.0
2022-06-23 18:00,1.290594,4.0
2022-06-23 19:00,4.572701,21.0
2022-06-23 20:00,2.444410,16.0
2022-06-23 21:00,1.175491,0.5
2022-06-23 22:00,1.078891,15.0
2022-06-23 23:00,4.103546,1.5
2022-06-24 00:00,2.627163,0.0
2022-06-24 01:00,0.714077,10.0
2022-06-24 02:00,0.938612,9.5
2022-06-24 03:00,3.321989,0.5
2022-06-24 04:00,3.368357,0.0
2022-06-24 05:00,3.502040,0.0
2022-06-24 06:00,3.549262,0.0
2022-06-30 14:00,1.217854,0.5
2022-06-30 15:00,0.927081,1.0
2022-06-30 16:00,2.488857,2.5
2022-06-30 17:00,1.346662,6.5
2022-06-30 18:00,1.598804,40.0
2022-06-30 19:00,0.020081,22.0
2022-06-30 20:00,3.824954,1.0
2022-06-30 21:00,1.952585,0.5
2022-06-30 22:00,1.489743,0.0
