datetime,predicted precipitation,ground_truth,predict
2022-10-04 02:00,1.912488,4.0,"tensor(1, device='cuda:1')"
2022-10-04 03:00,0.464482,0.5,"tensor(0, device='cuda:1')"
2023-06-08 21:00,0.461140,0.0,"tensor(0, device='cuda:1')"
2023-06-08 22:00,0.399352,0.0,"tensor(0, device='cuda:1')"
2023-06-08 23:00,0.431087,0.0,"tensor(0, device='cuda:1')"
2023-06-09 00:00,0.410744,0.5,"tensor(0, device='cuda:1')"
2023-06-09 01:00,1.002562,4.0,"tensor(1, device='cuda:1')"
2023-06-09 02:00,3.806399,6.0,"tensor(2, device='cuda:1')"
2023-06-09 03:00,0.427847,0.5,"tensor(0, device='cuda:1')"
2023-06-09 04:00,0.441508,0.0,"tensor(0, device='cuda:1')"
2023-06-09 05:00,0.417142,0.0,"tensor(0, device='cuda:1')"
2023-06-09 06:00,0.406529,0.0,"tensor(0, device='cuda:1')"
2023-06-09 07:00,0.401914,0.0,"tensor(0, device='cuda:1')"
2023-08-10 11:00,1.022109,4.0,"tensor(1, device='cuda:1')"
2023-08-10 12:00,1.150997,3.5,"tensor(1, device='cuda:1')"
2023-08-10 13:00,1.213243,4.0,"tensor(1, device='cuda:1')"
2023-08-10 14:00,1.168759,3.5,"tensor(1, device='cuda:1')"
2023-08-10 15:00,3.339766,5.0,"tensor(2, device='cuda:1')"
2023-08-10 16:00,4.040693,9.0,"tensor(2, device='cuda:1')"
2023-08-10 17:00,1.485442,2.0,"tensor(1, device='cuda:1')"
2023-08-10 18:00,0.899626,4.0,"tensor(1, device='cuda:1')"
2023-08-10 19:00,1.293625,3.5,"tensor(1, device='cuda:1')"
2023-08-10 20:00,2.691536,7.5,"tensor(2, device='cuda:1')"
2023-08-10 21:00,1.741868,8.5,"tensor(2, device='cuda:1')"
2023-08-24 04:00,0.446227,0.0,"tensor(0, device='cuda:1')"
2023-08-24 05:00,0.475120,0.0,"tensor(0, device='cuda:1')"
2023-08-24 06:00,0.289064,0.5,"tensor(0, device='cuda:1')"
2023-08-24 07:00,0.554977,0.5,"tensor(0, device='cuda:1')"
2023-08-24 08:00,0.907479,2.0,"tensor(1, device='cuda:1')"
2023-08-24 09:00,4.916115,7.5,"tensor(2, device='cuda:1')"
2023-08-24 10:00,0.979205,1.0,"tensor(1, device='cuda:1')"
2023-08-24 11:00,0.927576,3.0,"tensor(1, device='cuda:1')"
2023-08-24 12:00,0.399973,0.5,"tensor(0, device='cuda:1')"
2023-08-24 13:00,0.498859,0.0,"tensor(0, device='cuda:1')"
2023-08-24 14:00,0.357605,0.0,"tensor(0, device='cuda:1')"
2023-09-16 18:00,0.297220,0.0,"tensor(0, device='cuda:1')"
2023-09-16 19:00,0.522547,0.0,"tensor(0, device='cuda:1')"
2023-09-16 20:00,0.413956,0.5,"tensor(0, device='cuda:1')"
2023-09-16 21:00,0.930909,1.0,"tensor(1, device='cuda:1')"
2023-09-16 22:00,0.936518,2.5,"tensor(1, device='cuda:1')"
2023-09-16 23:00,7.755282,6.5,"tensor(2, device='cuda:1')"
2023-09-17 00:00,7.146911,6.5,"tensor(2, device='cuda:1')"
2023-09-17 01:00,5.419571,12.5,"tensor(2, device='cuda:1')"
2023-09-17 02:00,4.841318,7.5,"tensor(2, device='cuda:1')"
2023-09-17 03:00,3.621093,8.5,"tensor(2, device='cuda:1')"
