datetime,predicted precipitation,ground_truth,predict
2023-04-05 08:00,1.341853,1.5,"tensor(1, device='cuda:0')"
2023-04-05 09:00,0.974672,2.0,"tensor(1, device='cuda:0')"
2023-04-05 10:00,0.888400,2.0,"tensor(1, device='cuda:0')"
2023-04-05 11:00,0.780572,1.5,"tensor(1, device='cuda:0')"
2023-04-05 12:00,1.426531,5.0,"tensor(1, device='cuda:0')"
2023-04-05 13:00,11.282656,8.5,"tensor(2, device='cuda:0')"
2023-04-05 14:00,0.357041,4.5,"tensor(1, device='cuda:0')"
2023-04-05 15:00,0.857698,0.5,"tensor(0, device='cuda:0')"
2023-04-05 16:00,0.975762,0.0,"tensor(0, device='cuda:0')"
2023-04-05 17:00,0.865254,0.0,"tensor(0, device='cuda:0')"
2023-04-05 18:00,0.884884,0.0,"tensor(0, device='cuda:0')"
2023-07-11 04:00,0.880390,0.0,"tensor(0, device='cuda:0')"
2023-07-11 05:00,0.880390,0.0,"tensor(0, device='cuda:0')"
2023-07-11 06:00,0.880995,0.0,"tensor(0, device='cuda:0')"
2023-07-11 07:00,0.885985,0.0,"tensor(0, device='cuda:0')"
2023-07-11 08:00,0.873093,0.5,"tensor(0, device='cuda:0')"
2023-07-11 09:00,9.838124,14.0,"tensor(2, device='cuda:0')"
2023-07-11 10:00,0.674402,2.0,"tensor(1, device='cuda:0')"
2023-07-11 11:00,0.194147,0.0,"tensor(0, device='cuda:0')"
2023-07-11 12:00,0.084256,0.0,"tensor(0, device='cuda:0')"
2023-07-11 13:00,0.799555,0.5,"tensor(0, device='cuda:0')"
2023-07-11 14:00,0.134516,1.0,"tensor(0, device='cuda:0')"
2023-07-11 15:00,5.006484,20.0,"tensor(2, device='cuda:0')"
2023-07-11 16:00,11.883714,48.5,"tensor(2, device='cuda:0')"
2023-07-11 17:00,0.354717,7.5,"tensor(1, device='cuda:0')"
2023-07-11 18:00,0.321603,2.0,"tensor(1, device='cuda:0')"
2023-07-11 19:00,0.246734,1.0,"tensor(0, device='cuda:0')"
2023-07-11 20:00,0.888054,0.0,"tensor(0, device='cuda:0')"
2023-08-10 13:00,0.586643,7.0,"tensor(1, device='cuda:0')"
2023-08-10 14:00,4.102097,9.0,"tensor(2, device='cuda:0')"
2023-08-10 15:00,6.414196,11.0,"tensor(2, device='cuda:0')"
2023-08-10 16:00,0.761561,5.0,"tensor(1, device='cuda:0')"
2023-08-10 17:00,6.962821,11.0,"tensor(2, device='cuda:0')"
2023-08-10 18:00,8.012823,12.5,"tensor(2, device='cuda:0')"
2023-08-10 19:00,1.816892,8.5,"tensor(2, device='cuda:0')"
2023-08-10 20:00,0.709876,2.5,"tensor(1, device='cuda:0')"
2023-08-10 21:00,1.622471,2.0,"tensor(1, device='cuda:0')"
2023-08-10 22:00,1.825284,2.0,"tensor(1, device='cuda:0')"
2023-08-10 23:00,1.890646,2.0,"tensor(1, device='cuda:0')"
2023-08-23 07:00,0.920734,0.5,"tensor(0, device='cuda:0')"
2023-08-23 08:00,0.892244,0.0,"tensor(0, device='cuda:0')"
2023-08-23 09:00,0.881618,0.0,"tensor(0, device='cuda:0')"
2023-08-23 10:00,0.864324,0.0,"tensor(0, device='cuda:0')"
2023-08-23 11:00,1.018289,3.0,"tensor(1, device='cuda:0')"
2023-08-23 12:00,1.895389,11.0,"tensor(2, device='cuda:0')"
2023-08-23 13:00,1.305432,2.0,"tensor(1, device='cuda:0')"
2023-08-23 14:00,1.783366,6.5,"tensor(1, device='cuda:0')"
2023-08-23 15:00,2.422236,9.5,"tensor(2, device='cuda:0')"
2023-08-23 16:00,0.005316,4.0,"tensor(1, device='cuda:0')"
2023-08-23 17:00,1.011560,2.0,"tensor(1, device='cuda:0')"
2023-08-29 07:00,0.905111,1.0,"tensor(0, device='cuda:0')"
2023-08-29 08:00,0.106726,0.5,"tensor(0, device='cuda:0')"
2023-08-29 09:00,0.671483,0.5,"tensor(0, device='cuda:0')"
2023-08-29 10:00,0.923924,0.0,"tensor(0, device='cuda:0')"
2023-08-29 11:00,0.171930,0.0,"tensor(0, device='cuda:0')"
2023-08-29 12:00,3.872600,12.0,"tensor(2, device='cuda:0')"
2023-08-29 13:00,0.439914,18.5,"tensor(2, device='cuda:0')"
2023-08-29 14:00,0.672797,3.5,"tensor(1, device='cuda:0')"
2023-08-29 15:00,0.941566,0.0,"tensor(0, device='cuda:0')"
2023-08-29 16:00,0.904323,0.0,"tensor(0, device='cuda:0')"
2023-08-29 17:00,0.684434,0.0,"tensor(0, device='cuda:0')"
2023-09-16 19:00,0.030550,0.5,"tensor(0, device='cuda:0')"
2023-09-16 20:00,0.968972,0.0,"tensor(0, device='cuda:0')"
2023-09-16 21:00,2.434858,9.0,"tensor(2, device='cuda:0')"
2023-09-16 22:00,1.431701,5.0,"tensor(1, device='cuda:0')"
2023-09-16 23:00,0.121595,1.5,"tensor(1, device='cuda:0')"
2023-09-17 00:00,9.242732,12.5,"tensor(2, device='cuda:0')"
2023-09-17 01:00,0.173518,0.5,"tensor(0, device='cuda:0')"
2023-09-17 02:00,0.855298,0.0,"tensor(0, device='cuda:0')"
2023-09-17 03:00,0.870433,0.0,"tensor(0, device='cuda:0')"
2023-09-17 04:00,0.879404,0.0,"tensor(0, device='cuda:0')"
2023-09-17 05:00,0.852639,0.0,"tensor(0, device='cuda:0')"
2023-11-05 23:00,0.392466,0.0,"tensor(0, device='cuda:0')"
2023-11-06 00:00,0.212267,0.5,"tensor(0, device='cuda:0')"
2023-11-06 01:00,0.754693,4.0,"tensor(1, device='cuda:0')"
2023-11-06 02:00,1.834653,2.0,"tensor(1, device='cuda:0')"
2023-11-06 03:00,0.335530,15.5,"tensor(2, device='cuda:0')"
2023-11-06 04:00,5.518462,20.5,"tensor(2, device='cuda:0')"
2023-11-06 05:00,2.309076,3.5,"tensor(1, device='cuda:0')"
2023-11-06 06:00,0.826122,0.0,"tensor(0, device='cuda:0')"
2023-11-06 07:00,0.121299,0.0,"tensor(0, device='cuda:0')"
2023-11-06 08:00,0.482059,6.0,"tensor(1, device='cuda:0')"
2023-11-06 09:00,1.787486,1.5,"tensor(1, device='cuda:0')"
