datetime,predicted precipitation,ground_truth,predict
2021-07-03 13:00,0.553795,0.0,"tensor(0, device='cuda:0')"
2021-07-03 14:00,0.554529,0.0,"tensor(0, device='cuda:0')"
2021-07-03 15:00,0.531551,0.0,"tensor(0, device='cuda:0')"
2021-07-03 16:00,0.499696,1.0,"tensor(0, device='cuda:0')"
2021-07-03 17:00,0.660554,10.0,"tensor(2, device='cuda:0')"
2021-07-03 18:00,7.990522,16.5,"tensor(2, device='cuda:0')"
2021-07-03 19:00,5.315373,11.0,"tensor(2, device='cuda:0')"
2021-07-03 20:00,0.660554,8.5,"tensor(2, device='cuda:0')"
2021-07-03 21:00,0.660554,11.5,"tensor(2, device='cuda:0')"
2021-07-03 22:00,1.830362,2.5,"tensor(1, device='cuda:0')"
2021-07-03 23:00,0.660554,8.5,"tensor(2, device='cuda:0')"
2022-06-23 17:00,1.332390,2.0,"tensor(1, device='cuda:0')"
2022-06-23 18:00,1.332390,4.0,"tensor(1, device='cuda:0')"
2022-06-23 19:00,3.887091,21.0,"tensor(2, device='cuda:0')"
2022-06-23 20:00,5.661235,16.0,"tensor(2, device='cuda:0')"
2022-06-23 21:00,0.549905,0.5,"tensor(0, device='cuda:0')"
2022-06-23 22:00,2.234688,15.0,"tensor(2, device='cuda:0')"
2022-06-23 23:00,1.332390,1.5,"tensor(1, device='cuda:0')"
2022-06-24 00:00,0.535749,0.0,"tensor(0, device='cuda:0')"
2022-06-24 01:00,0.660554,10.0,"tensor(2, device='cuda:0')"
2022-06-24 02:00,14.180745,9.5,"tensor(2, device='cuda:0')"
2022-06-24 03:00,0.554571,0.5,"tensor(0, device='cuda:0')"
2022-06-30 01:00,1.508199,3.0,"tensor(1, device='cuda:0')"
2022-06-30 02:00,1.431689,4.0,"tensor(1, device='cuda:0')"
2022-06-30 03:00,0.660554,9.5,"tensor(2, device='cuda:0')"
2022-06-30 04:00,3.372134,10.0,"tensor(2, device='cuda:0')"
2022-06-30 05:00,2.647887,25.5,"tensor(2, device='cuda:0')"
2022-06-30 06:00,11.380229,24.0,"tensor(2, device='cuda:0')"
2022-06-30 07:00,1.332390,5.5,"tensor(1, device='cuda:0')"
2022-06-30 08:00,1.943695,11.5,"tensor(2, device='cuda:0')"
2022-06-30 09:00,0.660554,13.0,"tensor(2, device='cuda:0')"
2022-06-30 10:00,0.660554,14.5,"tensor(2, device='cuda:0')"
2022-06-30 11:00,1.376897,6.5,"tensor(1, device='cuda:0')"
2022-06-30 13:00,0.546906,0.0,"tensor(0, device='cuda:0')"
2022-06-30 14:00,0.510241,0.5,"tensor(0, device='cuda:0')"
2022-06-30 15:00,0.521340,1.0,"tensor(0, device='cuda:0')"
2022-06-30 16:00,1.332390,2.5,"tensor(1, device='cuda:0')"
2022-06-30 17:00,1.585149,6.5,"tensor(1, device='cuda:0')"
2022-06-30 18:00,7.954351,40.0,"tensor(2, device='cuda:0')"
2022-06-30 19:00,3.442048,22.0,"tensor(2, device='cuda:0')"
2022-06-30 20:00,0.538927,1.0,"tensor(0, device='cuda:0')"
2022-06-30 21:00,0.557478,0.5,"tensor(0, device='cuda:0')"
2022-06-30 22:00,0.525888,0.0,"tensor(0, device='cuda:0')"
2022-06-30 23:00,0.554447,0.0,"tensor(0, device='cuda:0')"
2022-07-13 07:00,0.476439,0.5,"tensor(0, device='cuda:0')"
2022-07-13 08:00,0.499696,0.0,"tensor(0, device='cuda:0')"
2022-07-13 09:00,0.499696,1.0,"tensor(0, device='cuda:0')"
2022-07-13 10:00,1.332390,2.0,"tensor(1, device='cuda:0')"
2022-07-13 11:00,8.094552,23.0,"tensor(2, device='cuda:0')"
2022-07-13 12:00,0.710871,8.5,"tensor(2, device='cuda:0')"
2022-07-13 13:00,1.348314,3.5,"tensor(1, device='cuda:0')"
2022-07-13 14:00,5.501111,8.0,"tensor(2, device='cuda:0')"
2022-07-13 15:00,5.034663,19.0,"tensor(2, device='cuda:0')"
2022-07-13 16:00,0.660554,33.5,"tensor(2, device='cuda:0')"
2022-07-13 17:00,6.405744,16.5,"tensor(2, device='cuda:0')"
2022-08-08 19:00,1.440412,2.0,"tensor(1, device='cuda:0')"
2022-08-08 20:00,14.048328,10.0,"tensor(2, device='cuda:0')"
2022-08-08 21:00,14.031521,63.0,"tensor(2, device='cuda:0')"
2022-08-08 22:00,13.963953,55.5,"tensor(2, device='cuda:0')"
2022-08-08 23:00,14.070857,84.5,"tensor(2, device='cuda:0')"
2022-08-09 00:00,14.031990,18.5,"tensor(2, device='cuda:0')"
2022-08-09 01:00,0.535839,0.5,"tensor(0, device='cuda:0')"
2022-08-09 02:00,2.000963,6.5,"tensor(1, device='cuda:0')"
2022-08-09 03:00,14.046646,22.5,"tensor(2, device='cuda:0')"
2022-08-09 04:00,13.988725,8.5,"tensor(2, device='cuda:0')"
2022-08-09 05:00,1.332390,3.5,"tensor(1, device='cuda:0')"
2022-09-05 08:00,0.548270,1.0,"tensor(0, device='cuda:0')"
2022-09-05 09:00,1.332390,2.5,"tensor(1, device='cuda:0')"
2022-09-05 10:00,1.436722,4.0,"tensor(1, device='cuda:0')"
2022-09-05 11:00,5.972276,9.0,"tensor(2, device='cuda:0')"
2022-09-05 12:00,1.851835,11.0,"tensor(2, device='cuda:0')"
2022-09-05 13:00,9.419231,12.0,"tensor(2, device='cuda:0')"
2022-09-05 14:00,0.660554,14.5,"tensor(2, device='cuda:0')"
2022-09-05 15:00,0.974042,10.0,"tensor(2, device='cuda:0')"
2022-09-05 16:00,0.660554,9.5,"tensor(2, device='cuda:0')"
2022-09-05 17:00,0.660554,8.5,"tensor(2, device='cuda:0')"
2022-09-05 18:00,0.711349,11.0,"tensor(2, device='cuda:0')"
2022-09-05 19:00,0.660554,8.0,"tensor(2, device='cuda:0')"
2022-09-05 20:00,6.547478,8.0,"tensor(2, device='cuda:0')"
2022-09-05 21:00,0.660554,13.5,"tensor(2, device='cuda:0')"
2022-09-05 22:00,1.422495,11.0,"tensor(2, device='cuda:0')"
2022-09-05 23:00,0.660554,9.5,"tensor(2, device='cuda:0')"
2022-09-06 00:00,1.332390,7.5,"tensor(1, device='cuda:0')"
2022-09-06 01:00,1.332390,5.0,"tensor(1, device='cuda:0')"
2022-09-06 02:00,7.686543,13.0,"tensor(2, device='cuda:0')"
2023-04-05 08:00,1.788858,1.5,"tensor(1, device='cuda:0')"
2023-04-05 09:00,1.336971,2.0,"tensor(1, device='cuda:0')"
2023-04-05 10:00,1.668315,2.0,"tensor(1, device='cuda:0')"
2023-04-05 11:00,1.339497,1.5,"tensor(1, device='cuda:0')"
2023-04-05 12:00,1.332390,5.0,"tensor(1, device='cuda:0')"
2023-04-05 13:00,0.660554,8.5,"tensor(2, device='cuda:0')"
2023-04-05 14:00,1.815266,4.5,"tensor(1, device='cuda:0')"
2023-04-05 15:00,0.554241,0.5,"tensor(0, device='cuda:0')"
2023-04-05 16:00,0.551937,0.0,"tensor(0, device='cuda:0')"
2023-04-05 17:00,0.553891,0.0,"tensor(0, device='cuda:0')"
2023-04-05 18:00,0.553838,0.0,"tensor(0, device='cuda:0')"
2023-07-11 04:00,0.554017,0.0,"tensor(0, device='cuda:0')"
2023-07-11 05:00,0.554017,0.0,"tensor(0, device='cuda:0')"
2023-07-11 06:00,0.554066,0.0,"tensor(0, device='cuda:0')"
2023-07-11 07:00,0.554202,0.0,"tensor(0, device='cuda:0')"
2023-07-11 08:00,0.554010,0.5,"tensor(0, device='cuda:0')"
2023-07-11 09:00,13.615811,14.0,"tensor(2, device='cuda:0')"
2023-07-11 10:00,1.927422,2.0,"tensor(1, device='cuda:0')"
2023-07-11 11:00,0.541358,0.0,"tensor(0, device='cuda:0')"
2023-07-11 12:00,0.499696,0.0,"tensor(0, device='cuda:0')"
2023-07-11 13:00,0.553151,0.5,"tensor(0, device='cuda:0')"
2023-07-11 14:00,0.558415,1.0,"tensor(0, device='cuda:0')"
